"";"gs_name";"gs_id";"gs_cat";"gs_subcat";"human_gene_symbol";"species_name";"entrez_gene";"gene_symbol";"sources"
"1486";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"MYB";"Homo sapiens";4602;"MYB";NA
"1487";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NAGS";"Homo sapiens";162417;"NAGS";NA
"1488";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NATD1";"Homo sapiens";256302;"NATD1";NA
"1489";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NBL1";"Homo sapiens";4681;"NBL1";NA
"1490";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NCDN";"Homo sapiens";23154;"NCDN";NA
"1491";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NDRG2";"Homo sapiens";57447;"NDRG2";NA
"1492";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NEURL3";"Homo sapiens";93082;"NEURL3";NA
"1493";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NOC2L";"Homo sapiens";26155;"NOC2L";NA
"1494";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NR2C2AP";"Homo sapiens";126382;"NR2C2AP";NA
"1495";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"NXF2";"Homo sapiens";56001;"NXF2";NA
"1496";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"OTUB2";"Homo sapiens";78990;"OTUB2";NA
"1497";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PCDHB7";"Homo sapiens";56129;"PCDHB7";NA
"1498";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDE1B";"Homo sapiens";5153;"PDE1B";NA
"1499";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDE4D";"Homo sapiens";5144;"PDE4D";NA
"1500";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDGFB";"Homo sapiens";5155;"PDGFB";NA
"1501";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDGFRB";"Homo sapiens";5159;"PDGFRB";NA
"1502";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDIA3";"Homo sapiens";2923;"PDIA3";NA
"1503";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDX1";"Homo sapiens";3651;"PDX1";NA
"1504";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PDZK1";"Homo sapiens";5174;"PDZK1";NA
"1505";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PICALM";"Homo sapiens";8301;"PICALM";NA
"1506";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PIEZO2";"Homo sapiens";63895;"PIEZO2";NA
"1507";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PKD1L1";"Homo sapiens";168507;"PKD1L1";NA
"1508";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PKDCC";"Homo sapiens";91461;"PKDCC";NA
"1509";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PMVK";"Homo sapiens";10654;"PMVK";NA
"1510";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PPARGC1A";"Homo sapiens";10891;"PPARGC1A";NA
"1511";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PPIC";"Homo sapiens";5480;"PPIC";NA
"1512";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PPP1R2";"Homo sapiens";5504;"PPP1R2";NA
"1513";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PPP1R26";"Homo sapiens";9858;"PPP1R26";NA
"1514";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PRICKLE3";"Homo sapiens";4007;"PRICKLE3";NA
"1515";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PRIM2";"Homo sapiens";5558;"PRIM2";NA
"1516";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PRKAR1B";"Homo sapiens";5575;"PRKAR1B";NA
"1517";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PRR15";"Homo sapiens";222171;"PRR15";NA
"1518";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PRR7-AS1";"Homo sapiens";340037;"PRR7-AS1";NA
"1519";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PTGES";"Homo sapiens";9536;"PTGES";NA
"1520";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PTGFR";"Homo sapiens";5737;"PTGFR";NA
"1521";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"PTPN6";"Homo sapiens";5777;"PTPN6";NA
"1522";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RAB40A";"Homo sapiens";142684;"RAB40A";NA
"1523";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RGS16";"Homo sapiens";6004;"RGS16";NA
"1524";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RHO";"Homo sapiens";6010;"RHO";NA
"1525";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RNASE3";"Homo sapiens";6037;"RNASE3";NA
"1526";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RNF217";"Homo sapiens";154214;"RNF217";NA
"1527";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"RP1L1";"Homo sapiens";94137;"RP1L1";NA
"1528";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SCGN";"Homo sapiens";10590;"SCGN";NA
"1529";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SH3BP1";"Homo sapiens";23616;"SH3BP1";NA
"1530";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SHOX2";"Homo sapiens";6474;"SHOX2";NA
"1531";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SLC13A5";"Homo sapiens";284111;"SLC13A5";NA
"1532";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SLC15A1";"Homo sapiens";6564;"SLC15A1";NA
"1533";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SLIT2";"Homo sapiens";9353;"SLIT2";NA
"1534";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SMR3B";"Homo sapiens";10879;"SMR3B";NA
"1535";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SPATC1";"Homo sapiens";375686;"SPATC1";NA
"1536";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SPG21";"Homo sapiens";51324;"SPG21";NA
"1537";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SPIB";"Homo sapiens";6689;"SPIB";NA
"1538";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SRGAP3";"Homo sapiens";9901;"SRGAP3";NA
"1539";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SRPRB";"Homo sapiens";58477;"SRPRB";NA
"1540";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"STK4-AS1";"Homo sapiens";100505826;"STK4-AS1";NA
"1541";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"SYN1";"Homo sapiens";6853;"SYN1";NA
"1542";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TAS2R38";"Homo sapiens";5726;"TAS2R38";NA
"1543";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TBATA";"Homo sapiens";219793;"TBATA";NA
"1544";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TBC1D2";"Homo sapiens";55357;"TBC1D2";NA
"1545";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TCL6";"Homo sapiens";27004;"TCL6";NA
"1546";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TECTA";"Homo sapiens";7007;"TECTA";NA
"1547";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TM4SF18";"Homo sapiens";116441;"TM4SF18";NA
"1548";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TMX1";"Homo sapiens";81542;"TMX1";NA
"1549";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TNKS2";"Homo sapiens";80351;"TNKS2";NA
"1550";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TPX2";"Homo sapiens";22974;"TPX2";NA
"1551";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TRAFD1";"Homo sapiens";10906;"TRAFD1";NA
"1552";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TRANK1";"Homo sapiens";9881;"TRANK1";NA
"1553";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TXNDC2";"Homo sapiens";84203;"TXNDC2";NA
"1554";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"TYMP";"Homo sapiens";1890;"TYMP";NA
"1555";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"UBA5";"Homo sapiens";79876;"UBA5";NA
"1556";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"UBE2G1";"Homo sapiens";7326;"UBE2G1";NA
"1557";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"UHRF1";"Homo sapiens";29128;"UHRF1";NA
"1558";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"UPK1B";"Homo sapiens";7348;"UPK1B";NA
"1559";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"VAPA";"Homo sapiens";9218;"VAPA";NA
"1560";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"ZDBF2";"Homo sapiens";57683;"ZDBF2";NA
"1561";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"ZFR2";"Homo sapiens";23217;"ZFR2";NA
"1562";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"ZMAT3";"Homo sapiens";64393;"ZMAT3";NA
"1563";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"ZNF30";"Homo sapiens";90075;"ZNF30";NA
"1564";"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP";"M7584";"C7";"";"ZNF740";"Homo sapiens";283337;"ZNF740";NA
"1565";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"AC004551.1";"Homo sapiens";4938;"AC004551.1";NA
"1566";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"AC026470.1";"Homo sapiens";9683;"AC026470.1";NA
"1567";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ADAR";"Homo sapiens";103;"ADAR";NA
"1568";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ANKFY1";"Homo sapiens";51479;"ANKFY1";NA
"1569";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"APOL1";"Homo sapiens";8542;"APOL1";NA
"1570";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"APOL6";"Homo sapiens";80830;"APOL6";NA
"1571";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ASH2L";"Homo sapiens";9070;"ASH2L";NA
"1572";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ATF4";"Homo sapiens";468;"ATF4";NA
"1573";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ATG3";"Homo sapiens";64422;"ATG3";NA
"1574";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"BAG1";"Homo sapiens";573;"BAG1";NA
"1575";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"BRD7";"Homo sapiens";29117;"BRD7";NA
"1576";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"BST2";"Homo sapiens";684;"BST2";NA
"1577";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"BTBD2";"Homo sapiens";55643;"BTBD2";NA
"1578";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"BTN3A3";"Homo sapiens";10384;"BTN3A3";NA
"1579";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"C19orf66";"Homo sapiens";55337;"C19orf66";NA
"1580";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"C6orf62";"Homo sapiens";81688;"C6orf62";NA
"1581";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CALCOCO2";"Homo sapiens";10241;"CALCOCO2";NA
"1582";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CASP10";"Homo sapiens";843;"CASP10";NA
"1583";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CCDC85B";"Homo sapiens";11007;"CCDC85B";NA
"1584";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CD164";"Homo sapiens";8763;"CD164";NA
"1585";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CD2AP";"Homo sapiens";23607;"CD2AP";NA
"1586";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CEACAM1";"Homo sapiens";634;"CEACAM1";NA
"1587";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CHMP5";"Homo sapiens";51510;"CHMP5";NA
"1588";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CHSY1";"Homo sapiens";22856;"CHSY1";NA
"1589";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CLEC2D";"Homo sapiens";29121;"CLEC2D";NA
"1590";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CMTR1";"Homo sapiens";23070;"CMTR1";NA
"1591";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CNDP2";"Homo sapiens";55748;"CNDP2";NA
"1592";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"CNP";"Homo sapiens";1267;"CNP";NA
"1593";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DAG1";"Homo sapiens";1605;"DAG1";NA
"1594";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DCP1A";"Homo sapiens";55802;"DCP1A";NA
"1595";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DDX58";"Homo sapiens";23586;"DDX58";NA
"1596";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DDX60";"Homo sapiens";55601;"DDX60";NA
"1597";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DGLUCY";"Homo sapiens";80017;"DGLUCY";NA
"1598";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DHX58";"Homo sapiens";79132;"DHX58";NA
"1599";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DNAJA1";"Homo sapiens";3301;"DNAJA1";NA
"1600";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"DRAP1";"Homo sapiens";10589;"DRAP1";NA
"1601";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ECE1";"Homo sapiens";1889;"ECE1";NA
"1602";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"EHD4";"Homo sapiens";30844;"EHD4";NA
"1603";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"EIF2AK2";"Homo sapiens";5610;"EIF2AK2";NA
"1604";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"EIF4A2";"Homo sapiens";1974;"EIF4A2";NA
"1605";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"EIF5A";"Homo sapiens";1984;"EIF5A";NA
"1606";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ELF1";"Homo sapiens";1997;"ELF1";NA
"1607";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ERGIC2";"Homo sapiens";51290;"ERGIC2";NA
"1608";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"FAM186A";"Homo sapiens";121006;"FAM186A";NA
"1609";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"FCHSD2";"Homo sapiens";9873;"FCHSD2";NA
"1610";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"FKBP11";"Homo sapiens";51303;"FKBP11";NA
"1611";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"FNDC3A";"Homo sapiens";22862;"FNDC3A";NA
"1612";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GBP1";"Homo sapiens";2633;"GBP1";NA
"1613";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GNG5";"Homo sapiens";2787;"GNG5";NA
"1614";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GPR176";"Homo sapiens";11245;"GPR176";NA
"1615";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GSDMD";"Homo sapiens";79792;"GSDMD";NA
"1616";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GSTK1";"Homo sapiens";373156;"GSTK1";NA
"1617";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GTPBP1";"Homo sapiens";9567;"GTPBP1";NA
"1618";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"GTPBP2";"Homo sapiens";54676;"GTPBP2";NA
"1619";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HERC5";"Homo sapiens";51191;"HERC5";NA
"1620";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HERC6";"Homo sapiens";55008;"HERC6";NA
"1621";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HLA-E";"Homo sapiens";3133;"HLA-E";NA
"1622";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HLA-G";"Homo sapiens";3135;"HLA-G";NA
"1623";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HMGN1";"Homo sapiens";3150;"HMGN1";NA
"1624";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"HMGN2";"Homo sapiens";3151;"HMGN2";NA
"1625";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IARS";"Homo sapiens";3376;"IARS";NA
"1626";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFI16";"Homo sapiens";3428;"IFI16";NA
"1627";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFI35";"Homo sapiens";3430;"IFI35";NA
"1628";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFI44";"Homo sapiens";10561;"IFI44";NA
"1629";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFI44L";"Homo sapiens";10964;"IFI44L";NA
"1630";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFI6";"Homo sapiens";2537;"IFI6";NA
"1631";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFIH1";"Homo sapiens";64135;"IFIH1";NA
"1632";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFIT1";"Homo sapiens";3434;"IFIT1";NA
"1633";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFIT2";"Homo sapiens";3433;"IFIT2";NA
"1634";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFIT3";"Homo sapiens";3437;"IFIT3";NA
"1635";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFIT5";"Homo sapiens";24138;"IFIT5";NA
"1636";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFITM1";"Homo sapiens";8519;"IFITM1";NA
"1637";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFITM2";"Homo sapiens";10581;"IFITM2";NA
"1638";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IFITM3";"Homo sapiens";10410;"IFITM3";NA
"1639";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IGKV3-20";"Homo sapiens";28912;"IGKV3-20";NA
"1640";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IRF7";"Homo sapiens";3665;"IRF7";NA
"1641";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"IRF9";"Homo sapiens";10379;"IRF9";NA
"1642";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ISG15";"Homo sapiens";9636;"ISG15";NA
"1643";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"ISG20";"Homo sapiens";3669;"ISG20";NA
"1644";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"JADE2";"Homo sapiens";23338;"JADE2";NA
"1645";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"KCNA3";"Homo sapiens";3738;"KCNA3";NA
"1646";"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN";"M7595";"C7";"";"KPNB1";"Homo sapiens";3837;"KPNB1";NA
