"";"gs_name";"gs_id";"gs_cat";"gs_subcat";"human_gene_symbol";"species_name";"entrez_gene";"gene_symbol";"sources"
"3017";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"KLHL34";"Homo sapiens";257240;"KLHL34";NA
"3018";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"KRT2";"Homo sapiens";3849;"KRT2";NA
"3019";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"KRT31";"Homo sapiens";3881;"KRT31";NA
"3020";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"KRT7";"Homo sapiens";3855;"KRT7";NA
"3021";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LACTB2";"Homo sapiens";51110;"LACTB2";NA
"3022";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC00052";"Homo sapiens";145978;"LINC00052";NA
"3023";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC00324";"Homo sapiens";284029;"LINC00324";NA
"3024";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC00607";"Homo sapiens";646324;"LINC00607";NA
"3025";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC01550";"Homo sapiens";388011;"LINC01550";NA
"3026";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC01869";"Homo sapiens";284365;"LINC01869";NA
"3027";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LINC02145";"Homo sapiens";401172;"LINC02145";NA
"3028";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LRIT1";"Homo sapiens";26103;"LRIT1";NA
"3029";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LRRC37A5P";"Homo sapiens";652972;"LRRC37A5P";NA
"3030";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"LSMEM2";"Homo sapiens";132228;"LSMEM2";NA
"3031";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MAGEE1";"Homo sapiens";57692;"MAGEE1";NA
"3032";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MAK";"Homo sapiens";4117;"MAK";NA
"3033";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MAPK10";"Homo sapiens";5602;"MAPK10";NA
"3034";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MIR1915HG";"Homo sapiens";399726;"MIR1915HG";NA
"3035";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MIR22HG";"Homo sapiens";84981;"MIR22HG";NA
"3036";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MMP17";"Homo sapiens";4326;"MMP17";NA
"3037";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MMP2";"Homo sapiens";4313;"MMP2";NA
"3038";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MRPL24";"Homo sapiens";79590;"MRPL24";NA
"3039";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MRPL44";"Homo sapiens";65080;"MRPL44";NA
"3040";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MT1HL1";"Homo sapiens";645745;"MT1HL1";NA
"3041";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MYL3";"Homo sapiens";4634;"MYL3";NA
"3042";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"MYL9";"Homo sapiens";10398;"MYL9";NA
"3043";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NBEAP1";"Homo sapiens";606;"NBEAP1";NA
"3044";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NCDN";"Homo sapiens";23154;"NCDN";NA
"3045";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NEURL3";"Homo sapiens";93082;"NEURL3";NA
"3046";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NF1";"Homo sapiens";4763;"NF1";NA
"3047";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NOD2";"Homo sapiens";64127;"NOD2";NA
"3048";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NPEPL1";"Homo sapiens";79716;"NPEPL1";NA
"3049";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NPPB";"Homo sapiens";4879;"NPPB";NA
"3050";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"NUMB";"Homo sapiens";8650;"NUMB";NA
"3051";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"OGA";"Homo sapiens";10724;"OGA";NA
"3052";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"OGFRL1";"Homo sapiens";79627;"OGFRL1";NA
"3053";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PAGE4";"Homo sapiens";9506;"PAGE4";NA
"3054";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PANK3";"Homo sapiens";79646;"PANK3";NA
"3055";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PBXIP1";"Homo sapiens";57326;"PBXIP1";NA
"3056";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PCDHB3";"Homo sapiens";56132;"PCDHB3";NA
"3057";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PCNA";"Homo sapiens";5111;"PCNA";NA
"3058";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PDS5B";"Homo sapiens";23047;"PDS5B";NA
"3059";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PDX1";"Homo sapiens";3651;"PDX1";NA
"3060";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PHC3";"Homo sapiens";80012;"PHC3";NA
"3061";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PHF3";"Homo sapiens";23469;"PHF3";NA
"3062";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PIP";"Homo sapiens";5304;"PIP";NA
"3063";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PLEKHG3";"Homo sapiens";26030;"PLEKHG3";NA
"3064";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PPARG";"Homo sapiens";5468;"PPARG";NA
"3065";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PPARGC1A";"Homo sapiens";10891;"PPARGC1A";NA
"3066";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PRDM6";"Homo sapiens";93166;"PRDM6";NA
"3067";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PRKCZ-AS1";"Homo sapiens";100506504;"PRKCZ-AS1";NA
"3068";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PRR34-AS1";"Homo sapiens";150381;"PRR34-AS1";NA
"3069";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PSMB5";"Homo sapiens";5693;"PSMB5";NA
"3070";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"PTCRA";"Homo sapiens";171558;"PTCRA";NA
"3071";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RAB3D";"Homo sapiens";9545;"RAB3D";NA
"3072";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RAB5C";"Homo sapiens";5878;"RAB5C";NA
"3073";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RASD2";"Homo sapiens";23551;"RASD2";NA
"3074";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RBL1";"Homo sapiens";5933;"RBL1";NA
"3075";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RGS9";"Homo sapiens";8787;"RGS9";NA
"3076";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RIIAD1";"Homo sapiens";284485;"RIIAD1";NA
"3077";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RNASE2";"Homo sapiens";6036;"RNASE2";NA
"3078";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"RNF103";"Homo sapiens";7844;"RNF103";NA
"3079";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SAMD3";"Homo sapiens";154075;"SAMD3";NA
"3080";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SART3";"Homo sapiens";9733;"SART3";NA
"3081";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SCAMP5";"Homo sapiens";192683;"SCAMP5";NA
"3082";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SEMA3B";"Homo sapiens";7869;"SEMA3B";NA
"3083";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SEMG1";"Homo sapiens";6406;"SEMG1";NA
"3084";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SERINC5";"Homo sapiens";256987;"SERINC5";NA
"3085";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SLC22A4";"Homo sapiens";6583;"SLC22A4";NA
"3086";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SLC22A9";"Homo sapiens";114571;"SLC22A9";NA
"3087";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SLN";"Homo sapiens";6588;"SLN";NA
"3088";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SNED1";"Homo sapiens";25992;"SNED1";NA
"3089";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SNX27";"Homo sapiens";81609;"SNX27";NA
"3090";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"STT3B";"Homo sapiens";201595;"STT3B";NA
"3091";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"SYN3";"Homo sapiens";8224;"SYN3";NA
"3092";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TAB1";"Homo sapiens";10454;"TAB1";NA
"3093";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TAFA1";"Homo sapiens";407738;"TAFA1";NA
"3094";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TBKBP1";"Homo sapiens";9755;"TBKBP1";NA
"3095";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TMEM106A";"Homo sapiens";113277;"TMEM106A";NA
"3096";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TMPRSS3";"Homo sapiens";64699;"TMPRSS3";NA
"3097";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TMSB15B-AS1";"Homo sapiens";100128594;"TMSB15B-AS1";NA
"3098";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TOM1L2";"Homo sapiens";146691;"TOM1L2";NA
"3099";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TREM2";"Homo sapiens";54209;"TREM2";NA
"3100";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TRIM39";"Homo sapiens";56658;"TRIM39";NA
"3101";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TRPS1";"Homo sapiens";7227;"TRPS1";NA
"3102";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TUB";"Homo sapiens";7275;"TUB";NA
"3103";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"TUT7";"Homo sapiens";79670;"TUT7";NA
"3104";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"UGT2B28";"Homo sapiens";54490;"UGT2B28";NA
"3105";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"UNC13C";"Homo sapiens";440279;"UNC13C";NA
"3106";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"USP48";"Homo sapiens";84196;"USP48";NA
"3107";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"USP6NL";"Homo sapiens";9712;"USP6NL";NA
"3108";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"UST-AS1";"Homo sapiens";100128176;"UST-AS1";NA
"3109";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"VPREB1";"Homo sapiens";7441;"VPREB1";NA
"3110";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"WNK4";"Homo sapiens";65266;"WNK4";NA
"3111";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"WWC2-AS2";"Homo sapiens";152641;"WWC2-AS2";NA
"3112";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"YTHDC2";"Homo sapiens";64848;"YTHDC2";NA
"3113";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"ZBED3-AS1";"Homo sapiens";728723;"ZBED3-AS1";NA
"3114";"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP";"M7592";"C7";"";"ZNF705G";"Homo sapiens";100131980;"ZNF705G";NA
"3115";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ABAT";"Homo sapiens";18;"ABAT";NA
"3116";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ABCC5";"Homo sapiens";10057;"ABCC5";NA
"3117";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ABHD17A";"Homo sapiens";81926;"ABHD17A";NA
"3118";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ABI1";"Homo sapiens";10006;"ABI1";NA
"3119";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ACAP1";"Homo sapiens";9744;"ACAP1";NA
"3120";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ADD3";"Homo sapiens";120;"ADD3";NA
"3121";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"AFTPH";"Homo sapiens";54812;"AFTPH";NA
"3122";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ALG13";"Homo sapiens";79868;"ALG13";NA
"3123";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ANKRD49";"Homo sapiens";54851;"ANKRD49";NA
"3124";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARAP1";"Homo sapiens";116985;"ARAP1";NA
"3125";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARGLU1";"Homo sapiens";55082;"ARGLU1";NA
"3126";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARHGAP1";"Homo sapiens";392;"ARHGAP1";NA
"3127";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARHGAP15";"Homo sapiens";55843;"ARHGAP15";NA
"3128";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARL2BP";"Homo sapiens";23568;"ARL2BP";NA
"3129";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARL6IP5";"Homo sapiens";10550;"ARL6IP5";NA
"3130";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ARNTL";"Homo sapiens";406;"ARNTL";NA
"3131";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ASB1";"Homo sapiens";51665;"ASB1";NA
"3132";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ATG13";"Homo sapiens";9776;"ATG13";NA
"3133";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ATP6AP2";"Homo sapiens";10159;"ATP6AP2";NA
"3134";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"ATRX";"Homo sapiens";546;"ATRX";NA
"3135";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"AZU1";"Homo sapiens";566;"AZU1";NA
"3136";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BACH1";"Homo sapiens";571;"BACH1";NA
"3137";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BAZ2A";"Homo sapiens";11176;"BAZ2A";NA
"3138";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BBX";"Homo sapiens";56987;"BBX";NA
"3139";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BCL2L2";"Homo sapiens";599;"BCL2L2";NA
"3140";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BNIP3L";"Homo sapiens";665;"BNIP3L";NA
"3141";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BRD1";"Homo sapiens";23774;"BRD1";NA
"3142";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"BTN2A1";"Homo sapiens";11120;"BTN2A1";NA
"3143";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"C2orf68";"Homo sapiens";388969;"C2orf68";NA
"3144";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CALHM2";"Homo sapiens";51063;"CALHM2";NA
"3145";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CASC3";"Homo sapiens";22794;"CASC3";NA
"3146";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CCNG1";"Homo sapiens";900;"CCNG1";NA
"3147";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CCNL2";"Homo sapiens";81669;"CCNL2";NA
"3148";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CD6";"Homo sapiens";923;"CD6";NA
"3149";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CD96";"Homo sapiens";10225;"CD96";NA
"3150";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CD99";"Homo sapiens";4267;"CD99";NA
"3151";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CDC14A";"Homo sapiens";8556;"CDC14A";NA
"3152";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CEP350";"Homo sapiens";9857;"CEP350";NA
"3153";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CES2";"Homo sapiens";8824;"CES2";NA
"3154";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CIRBP";"Homo sapiens";1153;"CIRBP";NA
"3155";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CITED2";"Homo sapiens";10370;"CITED2";NA
"3156";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CLASP1";"Homo sapiens";23332;"CLASP1";NA
"3157";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CLK1";"Homo sapiens";1195;"CLK1";NA
"3158";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CLK4";"Homo sapiens";57396;"CLK4";NA
"3159";"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN";"M7605";"C7";"";"CMC4";"Homo sapiens";100272147;"CMC4";NA
